brewery_id,brewery_name,country_name,brewery_in_production,is_independent,beer_count,brewery_type,brewery_type_id,brewery_address,brewery_city,brewery_state,brewery_lat,brewery_lng,brewery_rating_count,brewery_rating_score,brewery_age_on_service,CARDINAL,DATE,EVENT,FAC,GPE,LANGUAGE,LAW,LOC,MONEY,NORP,ORDINAL,ORG,PERCENT,PERSON,PRODUCT,QUANTITY,TIME,WORK_OF_ART
2014,Blitz-Weinhard Brewing Company,United States,0,0,7,Macro Brewery,1,3801 McIntyre Ct,Golden,Co,39.7698,-105.176,145,3.193,3994.3942592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Brasserie Cantillon,Belgium,0,1,98,Micro Brewery,2,Rue Gheudestraat 56,Anderlecht,Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest,50.8416,4.33562,765379,4.349,4001.42681712963,0,1,0,0,3,0,0,0,0,0,0,5,0,2,0,0,0,0
203,Kronenbourg Brewery,France,0,0,145,Macro Brewery,1,Boulevard de l’Europe,Obernai,Grand-Est,48.466,7.49557,624171,3.248,4029.2551388888887,0,3,0,0,4,0,0,0,0,1,1,1,0,2,0,0,0,0
2036,Hale's Ales Brewery and Taproom,United States,0,1,319,Brew Pub,4,4301 Leary Way NW,Seattle,WA,47.6591,-122.365,83330,3.583,4022.760613425926,0,3,1,0,4,1,0,0,0,0,2,2,0,5,0,0,0,1
2038,Atlanta Brewing Company,United States,0,1,629,Micro Brewery,2,2323 Defoor Hills Rd,Atlanta,GA,33.8184,-84.4346,153233,3.655,4003.639548611111,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Tettnanger Kronenbrauerei,Germany,0,1,15,Micro Brewery,2,Bärenplatz 7,Bechlingen,Baden-Württemberg,47.6715,9.58877,2247,3.374,4021.6593518518516,2,0,0,0,0,0,0,1,0,0,0,2,1,5,2,0,0,1
206522,Dublin Brewer,Ireland,0,1,2,Contract Brewery,10,8 Parliament Street,Dublin,Co. Dublin,53.3446,-6.26722,521,3.534,2325.055625,3,7,0,1,2,0,0,0,0,0,2,3,4,6,0,0,0,0
207,Brauerei VELTINS,Germany,0,1,28,Regional Brewery,11,An der Streue,Meschede,Nordrhein-Westfalen,51.3065,8.12573,269867,3.198,3990.838298611111,1,2,0,0,4,0,0,1,1,1,1,7,0,16,1,0,0,0
2071,Caledonian Brewing Co.,Scotland,0,0,77,Macro Brewery,1,42 Slateford Rd,Edinburgh,"City of Edinburgh,Midlothian",55.9357,-3.23118,207023,3.205,4018.8025347222224,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
208,Privatbrauerei Fässla Bamberg ,Germany,0,1,11,Micro Brewery,2,Obere Königstraße 21,Bamberg,Bayern,49.8972,10.8928,16468,3.443,4005.42380787037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Brauerei Gebr. Maisel,Germany,0,1,54,Regional Brewery,11,Hindenburgstraße 9,Bayreuth,Bayern,49.9477,11.5659,309772,3.537,3919.4998958333335,1,6,0,0,1,0,0,0,0,1,1,7,0,5,1,0,0,0
2101,Great Basin Brewing Company,United States,0,1,196,Micro Brewery,2,846 Victorian Ave,Sparks,NV,39.5352,-119.754,83868,3.716,3993.541041666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,Brauerei Max Leibinger,Germany,0,1,16,Micro Brewery,2,Friedhofstr. 20-36,Ravensburg,Baden-Württemberg,47.7818,9.62151,18469,3.363,4016.3955555555553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Brauerei Locher,Switzerland,0,1,105,Regional Brewery,11,Industriestrasse 12,Appenzell,Appenzell Innerrhoden,47.3378,9.40182,83403,3.265,3982.9430787037036,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
22,Aliʻi Brewing Company,United States,1,1,0,Micro Brewery,2,500 Alakawa Street,Honolulu,HI,21.3196,-157.873,50,3.778,3975.555462962963,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2207,Cervejaria Eisenbahn,Brazil,0,0,25,Micro Brewery,2,"Rua Bahia, 5181",Blumenau,Santa Catarina,-26.8932,-49.1264,145232,3.469,4025.3263888888887,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
222,Brauerei Spezial,Germany,0,1,7,Micro Brewery,2,Obere Königstraße 10,Bamberg,Bayern,49.897,10.8928,14987,3.62,3916.67337962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Brauerei Pinkus Müller,Germany,0,1,23,Micro Brewery,2,Kreuzstraße 4,Münster,Nordrhein-Westfalen,51.9655,7.62159,63267,3.337,3964.591087962963,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
225,Brauereigasthof Adler Hundersingen,Germany,0,1,5,Micro Brewery,2,Ortsstraße 1,Hundersingen,Baden-Württemberg,48.0777,9.3993,123,3.278,3949.735335648148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Brauhaus Faust-Miltenberger,Germany,0,1,33,Micro Brewery,2,Hauptstraße 219,Miltenberg,Bayern,49.6992,9.24929,31032,3.466,3927.6369675925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Brauhaus Onuma,Japan,0,1,30,Brew Pub,4,"Onumacho 208, Nanae",Kameda,Hokkaido,41.9824,140.673,1000,3.35,3752.1285416666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Brauhaus Sternen,Switzerland,0,1,55,Brew Pub,4,Hohenzornstrasse 2,Frauenfeld,Thurgau,47.5585,8.90057,2057,3.417,4006.9562962962964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Breckenridge Brewery,United States,0,0,746,Macro Brewery,1,2920 Brewery lane,Littleton,CO,39.5943,-105.025,1335153,3.619,4033.726678240741,2,1,2,0,5,0,0,0,0,0,0,3,0,2,0,0,0,0
2363,Brauerei Schützengarten AG,Switzerland,0,1,32,Regional Brewery,11,St. Jakob-Strasse 37,St. Gallen,Sankt Gallen,47.4301,9.37942,19893,3.224,3910.1871180555554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2390,Brouwerij Alvinne,Belgium,0,1,145,Micro Brewery,2,Vaartstraat 4A,Moen,West-Vlaanderen,50.7696,3.39162,311270,3.822,3993.3154050925928,1,2,0,0,4,0,0,1,0,2,0,3,0,8,0,0,0,4
24,Allagash Brewing Company,United States,0,1,237,Regional Brewery,11,50 Industrial Way,Portland,ME,43.7028,-70.3182,1286035,3.888,4043.6078125,0,2,0,0,4,0,0,0,0,1,0,2,0,2,0,0,0,1
2403,Bluegrass Brewing Company,United States,0,1,375,Micro Brewery,2,3929 Shelbyville Road,St. Matthews,KY,38.253,-85.654,61601,3.514,4011.460347222222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,BrewDog,Scotland,0,1,362,Regional Brewery,11,Balmacassie Industrial Estate,Ellon,Aberdeenshire,57.3716,-2.04834,4581993,3.648,4028.0088425925924,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
242,The Brewer's Art,United States,0,1,296,Micro Brewery,2,1106 N. Charles Street,Baltimore,MD,39.3028,-76.6161,96237,3.632,4005.7151388888888,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
243,Brewery at Martha's Vineyard,United States,1,1,1,Micro Brewery,2,43 Oak Bluffs Avenue,Oak Bluffs,MA,41.4576,-70.5572,184,3.436,4008.2414699074075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,Leroy Breweries ,Belgium,0,1,123,Regional Brewery,11,Diksmuidseweg 404,Boezinge,Vlaanderen,50.8954,2.85875,186600,3.364,3986.999050925926,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
245,Budějovický Budvar,Czech Republic,0,1,40,Regional Brewery,11,Karolíny Světlé 4,České Budějovice,Jihozápad,48.9936,14.4762,253558,3.248,4024.023738425926,0,1,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0
246,Brouwerij Corsendonk,Belgium,0,1,25,Regional Brewery,11,Slachthuisstraat 27,Turnhout,Vlaanderen,51.299,4.92163,334291,3.558,4008.6110995370373,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
247,Brewery Creek,United States,0,1,58,Brew Pub,4,23 Commerce Street,Mineral Point,WI,42.8577,-90.1768,952,3.471,4014.526863425926,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0
2471,AleSmith Brewing Company,United States,0,1,443,Regional Brewery,11,9990 Alesmith Ct,San Diego,CA,32.8883,-117.15,1167391,3.983,4023.328113425926,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
249,Brewery Ommegang,United States,0,0,209,Regional Brewery,11,656 County Highway 33,Cooperstown,NY,42.6818,-74.9255,1776881,3.777,4026.682222222222,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0
252,Velké Březno,Czech Republic,0,0,23,Macro Brewery,1,Pivovarská 116,Velké Březno,Severozápad,50.6646,14.1389,50395,3.005,3817.947708333333,1,1,0,1,0,0,0,0,0,1,0,0,0,13,0,0,0,0
253,Waterloo Brewing,Canada,0,1,81,Macro Brewery,1,400 Bingemans Centre Dr,Kitchener,ON,43.4706,-80.4509,77645,3.383,4017.5627546296296,1,3,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1
2531,Full Sail Brewing Company,United States,0,1,56,Regional Brewery,11,506 Columbia Street,Hood River,OR,45.7106,-121.516,390643,3.527,4025.634814814815,2,3,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0
254,Bricktown Brewery,United States,0,1,93,Micro Brewery,2,1 N Oklahoma Avenue,Oklahoma City,OK,35.4672,-97.511,34179,3.377,4002.6113310185187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254053,Brouwerij Cornelissen,Belgium,0,1,27,Regional Brewery,11,Itterplein 19,Opitter,Vlaanderen,51.1167,5.64723,93477,3.343,2060.984421296296,1,4,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0
2571,Broad Ripple Brewpub,United States,0,1,225,Brew Pub,4,842 E 65th Street,Indianapolis,IN,39.8735,-86.143,15200,3.601,3985.810034722222,1,4,0,1,3,1,0,2,0,0,1,0,0,5,0,0,1,0
25795,The Filling Station Microbrewery,United States,0,1,316,Brew Pub,4,642 Railroad Place,Traverse City,MI,44.7583,-85.6103,38605,3.694,3595.82130787037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Brooklyn Brewery,United States,0,1,313,Regional Brewery,11,79 North 11th Street,Brooklyn,NY,40.7215,-73.9575,2456189,3.552,4032.519363425926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Broughton Ales ,Scotland,0,1,26,Micro Brewery,2,,Broughton,The Scottish Borders,55.6158,-3.41145,30263,3.398,3933.764247685185,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1
261,Brouwerij 't IJ,Netherlands,0,0,82,Regional Brewery,11,Funenkade 7,Amsterdam,Noord-Holland,52.3667,4.92638,993660,3.504,3989.8015277777777,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Brouwerij der Trappisten van Westmalle,Belgium,0,1,3,Regional Brewery,11,Antwerpsesteenweg 496,Malle,Vlaanderen,51.2863,4.65531,450766,3.755,4008.2935416666664,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
263,Brouwerij De Sint-Sixtusabdij van Westvleteren,Belgium,0,1,3,Micro Brewery,2,Donkerstraat 12,Westvleteren,Vlaanderen,50.8957,2.71999,275477,4.39,4007.6404398148147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Brouwerij Alken-Maes,Belgium,0,0,74,Macro Brewery,1,Stationsstraat 2,Alken,Vlaanderen,50.8787,5.30493,852793,3.43,4018.844050925926,2,7,0,0,4,0,0,0,0,4,0,6,2,10,1,0,0,0
265,Stella Artois,Belgium,0,0,30,Macro Brewery,1,Brouwerijplein 1,Leuven,Vlaanderen,50.887,4.70718,683367,3.275,4042.540150462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,The Brew Kettle,United States,0,1,388,Micro Brewery,2,8377 Pearl Rd,Strongsville,OH,41.347,-81.8226,228594,3.776,4004.1628819444445,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
268,Brouwerij Boon,Belgium,0,0,56,Micro Brewery,2,Fonteinstraat 65,Lembeek,Vlaanderen,50.7124,4.22018,539230,3.763,3992.034641203704,1,6,0,0,1,0,0,0,0,0,1,2,0,6,0,0,0,0
2682,The Duck-Rabbit Craft Brewery,United States,0,1,71,Micro Brewery,2,4519 W Pine St,Farmville,NC,35.6003,-77.5971,208464,3.665,4015.8386689814815,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
269,Brouwerij Bosteels,Belgium,0,0,10,Macro Brewery,1,Kerkstraat 96,Buggenhout,Vlaanderen,51.0137,4.20159,677440,3.908,4024.4699189814814,3,7,0,0,2,0,0,0,0,0,2,4,0,8,0,0,0,0
271,Brouwerij De Block,Belgium,0,1,19,Micro Brewery,2,Nieuwbaan 92,Merchtem,Vlaanderen,50.9848,4.2229,41310,3.392,4010.645173611111,0,4,0,0,2,0,0,0,0,0,1,0,0,7,0,0,0,0
272,Brouwerij De Dolle Brouwers,Belgium,0,1,13,Micro Brewery,2,Roeselarestraat 12B,Esen,Vlaanderen,51.028,2.90351,169521,3.819,4016.6223842592594,4,5,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1
274,Brouwerij Mort Subite,Belgium,0,0,21,Micro Brewery,2,Lierput 1,Kobbegem,Vlaanderen,50.9105,4.24975,188575,3.403,3971.6580555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Brouwerij Malheur,Belgium,0,1,34,Micro Brewery,2,Mandekensstraat 179,Buggenhout,Vlaanderen,51.0233,4.15833,143405,3.648,3982.5368981481483,0,1,0,0,3,0,0,0,0,2,0,1,0,6,0,0,0,3
277,Brouwerij De Ranke,Belgium,0,1,29,Micro Brewery,2,Rue du Petit Tourcoing 1A,Dottignies,Wallonie,50.7344,3.29949,264379,3.561,4010.041087962963,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Brouwerij Smisje,Belgium,0,1,20,Micro Brewery,2,Driesleutelsstraat 1,Mater,Vlaanderen,50.8446,3.66093,10602,3.493,3991.5078819444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,Saranac Brewery (F.X. Matt Brewing Co.),United States,0,1,330,Regional Brewery,11,830 Varick Street,Utica,NY,43.1033,-75.2442,767479,3.466,4022.0653819444447,1,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0
28,Lexington Brewing & Distilling Co.,United States,0,1,73,Regional Brewery,11,401 Cross St.,Lexington,KY,38.0499,-84.5096,566466,3.75,3994.528333333333,1,3,0,2,2,0,0,0,0,1,0,6,0,1,2,0,0,0
280,Brouwerij der Sint-Benedictusabdij De Achelse Kluis,Belgium,0,1,4,Micro Brewery,2,De Kluis 1,Hamont-Achel,Vlaanderen,51.299,5.48756,141899,3.711,3975.4969212962965,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1
283,Brouwerij Girardin,Belgium,0,1,12,Micro Brewery,2,Lindenberg 10,Sint-Ulriks-Kapelle,Vlaanderen,50.8752,4.2341,46617,3.822,4023.277002314815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Brouwerij Het Anker,Belgium,0,1,32,Regional Brewery,11,Guido Gezellelaan 49,Mechelen,Vlaanderen,51.0317,4.47281,836738,3.743,4023.6414814814816,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
285,Delirium - Huyghe Brewery,Belgium,0,1,132,Regional Brewery,11,Geraardsbergsesteenweg 4B,Melle,Vlaanderen,51.0003,3.80508,1106503,3.712,4032.6491550925925,0,1,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0
286,Brouwerij Kerkom,Belgium,0,1,37,Micro Brewery,2,Naamsesteenweg 469,Sint-Truiden,Vlaanderen,50.7763,5.16612,97649,3.483,4013.4129398148148,3,10,0,0,2,0,0,1,0,0,0,7,0,10,1,0,0,0
287,Brouwerij Liefmans,Belgium,0,0,20,Regional Brewery,11,Aalstrstraat 200,Oudenaarde,Vlaanderen,50.8453,3.6175,250385,3.502,4026.607523148148,1,5,0,0,1,0,0,0,0,8,1,2,0,3,0,0,0,0
288,Brouwerij Lindemans,Belgium,0,1,35,Regional Brewery,11,Lenniksebaan 1479,Vlezenbeek,Vlaanderen,50.8159,4.21219,589928,3.659,4017.4282060185187,0,0,0,0,1,0,0,0,0,1,0,2,0,7,0,0,0,0
289,Balashi Brewery,Aruba,0,1,4,Micro Brewery,2,Balashi 62,Santa Cruz,,12.4738,-69.9771,25271,3.119,4003.119074074074,3,2,0,0,1,0,0,1,0,2,0,2,0,4,0,0,0,0
2898,Goose Island Beer Co.,United States,0,0,1189,Macro Brewery,1,1800 West Fulton St,Chicago,IL,41.8871,-87.6721,5004886,3.872,4030.874976851852,1,3,0,0,2,0,0,3,0,1,1,0,0,3,0,0,0,0
29,Alpine Beer Company,United States,0,1,247,Micro Brewery,2,2351 Alpine Blvd,Alpine,CA,32.8354,-116.766,599464,3.917,4023.392141203704,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
290,Brouwerij Oud Beersel,Belgium,0,1,93,Micro Brewery,2,Laarheidestraat 230,Beersel,Vlaanderen,50.7586,4.30087,221140,3.748,3989.603877314815,0,3,0,0,6,0,0,1,0,1,1,0,0,2,1,1,0,0
2908,Robinsons Brewery,England,0,1,209,Regional Brewery,11,Lower Hillgate,Stockport,Greater Manchester,53.4097,-2.15565,330942,3.375,3977.13037037037,3,2,0,0,4,0,0,1,0,1,0,2,0,0,0,0,0,0
291,Brouwerij Rodenbach,Belgium,0,0,11,Macro Brewery,1,Spanjestraat 133,Roeselare,Vlaanderen,50.9461,3.13801,556080,3.835,3994.625925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,Dock Street Brewing Co.,United States,0,1,414,Micro Brewery,2,701 South 50th St.,Philadelphia,PA,39.9478,-75.2229,63302,3.637,3985.9920833333335,1,2,0,1,1,0,0,0,0,0,3,4,0,3,0,0,0,0
292,Brouwerij Roman,Belgium,0,1,47,Micro Brewery,2,Hauwaart 105,Oudenaarde,Vlaanderen,50.831,3.67564,234350,3.436,3941.694513888889,0,2,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0
2927,Big Sky Brewing Company,United States,0,1,269,Regional Brewery,11,5417 Trumpeter Way,Missoula,MT,46.9223,-114.073,330032,3.59,4026.5471296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Brouwerij Slaghmuylder,Belgium,0,1,22,Micro Brewery,2,Denderhoutembaan 2,Ninove,Vlaanderen,50.8413,4.02128,57830,3.413,3951.724583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Brasserie St-Feuillien,Belgium,0,1,72,Micro Brewery,2,Rue d'Houdeng 20,Le Rœulx,Wallonie,50.5022,4.10986,460502,3.531,4023.5758912037036,0,6,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0
296,Brouwerij St.Bernardus,Belgium,0,1,19,Regional Brewery,11,Trappistenweg 23,Watou,Vlaanderen,50.841,2.63944,931509,3.822,4008.3277662037035,1,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
299,Brouwerij The Musketeers,Belgium,0,1,78,Micro Brewery,2,Reepstraat 208,Sint-Gillis-Waas,Vlaanderen,51.2261,4.08646,392118,3.57,3986.5604282407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Brouwerij Van Den Bossche,Belgium,0,1,60,Micro Brewery,2,Sint-Lievensplein 16,Sint-Lievens-Esse,Vlaanderen,50.8567,3.88471,96032,3.395,4009.522395833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Brouwerij Hoegaarden,Belgium,0,0,47,Macro Brewery,1,Stoopkensstraat 24-46,Hoegaarden,Vlaanderen,50.777,4.88646,653705,3.489,4029.9015740740742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Kasteel Brouwerij Vanhonsebrouck,Belgium,0,1,91,Regional Brewery,11,Brouwerijstraat 1,Izegem,Vlaanderen,50.9213,3.2359,908740,3.627,4003.5111574074076,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305,Brouwerij Verhaeghe,Belgium,0,1,26,Micro Brewery,2,Sint-Dierikserf 1,Vichte,Vlaanderen,50.8338,3.39139,338904,3.691,4021.583946759259,0,2,0,0,5,0,0,0,0,3,2,2,0,7,0,0,0,0
305923,Celis Brewery,United States,0,1,79,Micro Brewery,2,10001 Metric Blvd,Austin,TX,30.3797,-97.716,46025,3.654,1805.668888888889,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Browar Okocim,Poland,0,0,53,Macro Brewery,1,ul. Browarna 14,Brzesko,województwo małopolskie,49.9595,20.6039,86408,3.068,4026.581701388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Browar Warka,Poland,0,0,21,Macro Brewery,1,ul. Gośniewska 65,Warka,województwo mazowieckie,51.8014,21.1634,59500,3.01,4011.407210648148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Grupa Żywiec,Poland,0,0,46,Macro Brewery,1,ul. Browarna 88,Żywiec,województwo śląskie,49.6622,19.1742,231808,3.144,3977.3917592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Brown Street Brewery,United States,1,1,0,Micro Brewery,2,16 N. Brown Street,Rhinelander,WI,45.638,-89.4127,0,0,4014.6685300925924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Brownings Brewery,United States,1,1,1,Micro Brewery,2,401 East Main Street,Louisville,KY,38.2554,-85.7441,71,3.406,3967.710462962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,Emerson's Brewery,New Zealand,0,0,427,Micro Brewery,2,14 Wickliffe Street,Dunedin,Otago,-45.872,170.518,69325,3.692,3987.5954166666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,Great Lakes Brewing Company,United States,0,1,453,Regional Brewery,11,2516 Market Ave,Cleveland,OH,41.4844,-81.7044,1707749,3.704,4023.975763888889,0,1,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0
313,BT McClintic Beer Company,United States,1,1,0,Micro Brewery,2,,Beloit,WI,42.5083,-89.0318,5,0,3591.330474537037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,Brouwerij Loterbol,Belgium,0,1,16,Brew Pub,4,Michel Theysstraat 58A,Diest,Vlaanderen,50.9878,5.0544,12436,3.589,3972.696863425926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Bube's Brewery,United States,0,1,327,Brew Pub,4,102 North Market Street,Mount Joy,PA,40.1118,-76.5029,11442,3.486,4022.6266898148147,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
317,Bull & Bush Brewery,United States,0,1,226,Micro Brewery,2,4700 Cherry Creek Drive South,Glendale,CO,39.7031,-104.932,46036,3.713,3982.5338541666665,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0
319,Bullfrog Brewery,United States,0,1,443,Micro Brewery,2,231 West Fourth Street,Williamsport,PA,41.2404,-77.0057,102075,3.718,3973.9859837962963,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1
32,America's Brewpub,United States,1,1,0,Micro Brewery,2,205 N. Broadway,Aurora,IL,41.7606,-88.3088,78,3.253,4015.9611458333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Bürgerbräu Wolnzach,Germany,0,1,12,Micro Brewery,2,Am Brunnen 2,Wolnzach,Bayern,48.6089,11.6185,122,3.477,3930.5954166666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Burton Bridge Brewery,England,0,1,90,Micro Brewery,2,24 Bridge Street,Burton-on-Trent,Staffordshire,52.8071,-1.62561,20907,3.396,3991.688287037037,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0
3228,Court Avenue Brewing Company,United States,0,1,311,Micro Brewery,2,309 Court Avenue,Des Moines,IA,41.5855,-93.621,22520,3.585,3970.955138888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Butte Creek Brewing,United States,1,1,0,Micro Brewery,2,1601 Airport Road,Ukiah,CA,39.1326,-123.201,9638,3.27,3972.69,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3241,Brasserie Fantôme,Belgium,0,1,129,Micro Brewery,2,Rue Préal 8,Soy,Wallonie,50.2861,5.5129,109235,3.732,4013.598622685185,0,1,0,0,3,0,0,0,0,1,0,1,0,4,0,0,0,0
327,C.H. Evans Brewing Company at the Albany Pump Station,United States,0,1,232,Micro Brewery,2,19 Quackenbush Square,Albany,NY,42.6542,-73.7481,27697,3.537,3986.888275462963,1,4,0,1,3,0,0,1,0,0,0,2,0,2,0,1,0,0
328,Caldera Brewing Company,United States,0,1,122,Micro Brewery,2,590 Clover Lane,Ashland,OR,42.1991,-122.715,201300,3.625,3994.164236111111,0,5,0,0,4,0,0,0,0,0,2,2,0,1,0,0,0,0
3284,Grand Teton Brewing,United States,0,1,57,Micro Brewery,2,430 Old Jackson Hwy,Victor,ID,43.5928,-111.102,169658,3.643,3993.8366087962963,0,3,0,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0
3296,Fuller's Brewery,England,0,0,117,Macro Brewery,1,Chiswick Lane South,London,Greater London,51.4877,-0.24886,962913,3.501,4038.9122916666665,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
